Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",01-Mar,350,Individual,Tadeus Reichstein,1897-07-20,Wloclawek,Poland,Male,Basel University,Basel,Switzerland,01/08/1996,Basel,Switzerland,1897,53,50-60
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",01-Mar,351,Individual,Philip Showalter Hench,1896-02-28,"Pittsburgh, PA",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America,30/03/1965,Ocho Rios,Jamaica,1896,54,50-60
1950,Peace,The Nobel Peace Prize 1950,,01-Jan,511,Individual,Ralph Bunche,07/08/1904,"Detroit, MI",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,09/12/1971,"New York, NY",United States of America,1904,46,40-50
1950,Physics,The Nobel Prize in Physics 1950,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,01-Jan,55,Individual,Cecil Frank Powell,05/12/1903,Tonbridge,United Kingdom,Male,Bristol University,Bristol,United Kingdom,09/08/1969,,Italy,1903,47,40-50
1951,Chemistry,The Nobel Prize in Chemistry 1951,for their discoveries in the chemistry of the transuranium elements,01-Feb,212,Individual,Edwin Mattison McMillan,18/09/1907,"Redondo Beach, CA",United States of America,Male,University of California,"Berkeley, CA",United States of America,07/09/1991,"El Cerrito, CA",United States of America,1907,44,40-50
1951,Chemistry,The Nobel Prize in Chemistry 1951,for their discoveries in the chemistry of the transuranium elements,01-Feb,213,Individual,Glenn Theodore Seaborg,19/04/1912,"Ishpeming, MI",United States of America,Male,University of California,"Berkeley, CA",United States of America,25/02/1999,"Lafayette, CA",United States of America,1912,39,40-
1951,Literature,The Nobel Prize in Literature 1951,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,01-Jan,622,Individual,P??r Fabian Lagerkvist,1891-05-23,V??xj??,Sweden,Male,,,,11/07/1974,Stockholm,Sweden,1891,60,60-70
1951,Medicine,The Nobel Prize in Physiology or Medicine 1951,for his discoveries concerning yellow fever and how to combat it,01-Jan,352,Individual,Max Theiler,1899-01-30,Pretoria,South Africa,Male,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY",United States of America,11/08/1972,"New Haven, CT",United States of America,1899,52,50-60
1951,Peace,The Nobel Peace Prize 1951,,01-Jan,512,Individual,L??on Jouhaux,1879-07-01,Paris,France,Male,,,,28/04/1954,Paris,France,1879,72,70+
1951,Physics,The Nobel Prize in Physics 1951,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,01-Feb,56,Individual,Sir John Douglas Cockcroft,1897-05-27,Todmorden,United Kingdom,Male,Atomic Energy Research Establishment,"Harwell, Berkshire",United Kingdom,18/09/1967,Cambridge,United Kingdom,1897,54,50-60
1951,Physics,The Nobel Prize in Physics 1951,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,01-Feb,57,Individual,Ernest Thomas Sinton Walton,06/10/1903,Dungarvan,Ireland,Male,Trinity College,Dublin,Ireland,25/06/1995,Belfast,Northern Ireland,1903,48,40-50
1952,Chemistry,The Nobel Prize in Chemistry 1952,for their invention of partition chromatography,01-Feb,214,Individual,Archer John Porter Martin,01/03/1910,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom,28/07/2002,Llangarron,United Kingdom,1910,42,40-50
1952,Chemistry,The Nobel Prize in Chemistry 1952,for their invention of partition chromatography,01-Feb,215,Individual,Richard Laurence Millington Synge,28/10/1914,Liverpool,United Kingdom,Male,Rowett Research Institute,Bucksburn (Scotland),United Kingdom,18/08/1994,Norwich,United Kingdom,1914,38,40-
1952,Literature,The Nobel Prize in Literature 1952,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,01-Jan,623,Individual,Fran??ois Mauriac,1885-10-11,Bordeaux,France,Male,,,,01/09/1970,Paris,France,1885,67,60-70
1952,Medicine,The Nobel Prize in Physiology or Medicine 1952,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",01-Jan,353,Individual,Selman Abraham Waksman,1888-07-22,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,"New Brunswick, NJ",United States of America,16/08/1973,"Hyannis, MA",United States of America,1888,64,60-70
1952,Peace,The Nobel Peace Prize 1952,,01-Jan,513,Individual,Albert Schweitzer,1875-01-14,Kaysersberg,Germany (France),Male,,,,04/09/1965,Lambar??n??,Gabon,1875,77,70+
1952,Physics,The Nobel Prize in Physics 1952,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,01-Feb,58,Individual,Felix Bloch,23/10/1905,Zurich,Switzerland,Male,Stanford University,"Stanford, CA",United States of America,10/09/1983,Zurich,Switzerland,1905,47,40-50
1952,Physics,The Nobel Prize in Physics 1952,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,01-Feb,59,Individual,Edward Mills Purcell,30/08/1912,"Taylorville, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,07/03/1997,"Cambridge, MA",United States of America,1912,40,40-50
1953,Chemistry,The Nobel Prize in Chemistry 1953,for his discoveries in the field of macromolecular chemistry,01-Jan,216,Individual,Hermann Staudinger,1881-03-23,Worms,Germany,Male,University of Freiburg,Breisgau,Federal Republic of Germany,08/09/1965,Freiburg im Breisgau,West Germany (Germany),1881,72,70+
1953,Literature,The Nobel Prize in Literature 1953,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,01-Jan,624,Individual,Sir Winston Leonard Spencer Churchill,1874-11-30,Woodstock,United Kingdom,Male,,,,24/01/1965,London,United Kingdom,1874,79,70+
1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,for his discovery of the citric acid cycle,01-Feb,354,Individual,Hans Adolf Krebs,25/08/1900,Hildesheim,Germany,Male,Sheffield University,Sheffield,United Kingdom,22/11/1981,Oxford,United Kingdom,1900,53,50-60
1953,Medicine,The Nobel Prize in Physiology or Medicine 1953,for his discovery of co-enzyme A and its importance for intermediary metabolism,01-Feb,355,Individual,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Harvard Medical School,"Boston, MA",United States of America,24/07/1986,"Poughkeepsie, NY",United States of America,1899,54,50-60
1953,Peace,The Nobel Peace Prize 1953,,01-Jan,514,Individual,George Catlett Marshall,1880-12-31,"Uniontown, PA",United States of America,Male,,,,16/10/1959,"Washington, DC",United States of America,1880,73,70+
1953,Physics,The Nobel Prize in Physics 1953,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",01-Jan,60,Individual,Frits Zernike,1888-07-16,Amsterdam,Netherlands,Male,Groningen University,Groningen,Netherlands,10/03/1966,Groningen,Netherlands,1888,65,60-70
1954,Chemistry,The Nobel Prize in Chemistry 1954,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,01-Jan,217,Individual,Linus Carl Pauling,28/02/1901,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,19/08/1994,"Big Sur, CA",United States of America,1901,53,50-60
1954,Literature,The Nobel Prize in Literature 1954,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",01-Jan,625,Individual,Ernest Miller Hemingway,1899-07-21,"Oak Park, IL",United States of America,Male,,,,02/07/1961,"Ketchum, ID",United States of America,1899,55,50-60
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,01-Mar,356,Individual,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,Harvard Medical School,"Boston, MA",United States of America,08/09/1985,"Waterford, CT",United States of America,1897,57,50-60
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,01-Mar,357,Individual,Thomas Huckle Weller,15/06/1915,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,23/08/2008,"Needham, MA",United States of America,1915,39,40-
1954,Medicine,The Nobel Prize in Physiology or Medicine 1954,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,01-Mar,358,Individual,Frederick Chapman Robbins,25/08/1916,"Auburn, AL",United States of America,Male,Western Reserve University,"Cleveland, OH",United States of America,04/08/2003,"Cleveland, OH",United States of America,1916,38,40-
1954,Peace,The Nobel Peace Prize 1954,,01-Jan,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),,,,,,,,,,Other,,,
1954,Physics,The Nobel Prize in Physics 1954,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",01-Feb,61,Individual,Max Born,1882-12-11,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,Edinburgh,United Kingdom,05/01/1970,G??ttingen,West Germany (Germany),1882,72,70+
1954,Physics,The Nobel Prize in Physics 1954,for the coincidence method and his discoveries made therewith,01-Feb,62,Individual,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,08/02/1957,Heidelberg,West Germany (Germany),1891,63,60-70
1955,Chemistry,The Nobel Prize in Chemistry 1955,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",01-Jan,218,Individual,Vincent du Vigneaud,18/05/1901,"Chicago, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,11/12/1978,"White Plains, NY",United States of America,1901,54,50-60
1955,Literature,The Nobel Prize in Literature 1955,for his vivid epic power which has renewed the great narrative art of Iceland,01-Jan,626,Individual,Halld??r Kiljan Laxness,23/04/1902,Reykjavik,Iceland,Male,,,,08/02/1998,Reykjavik,Iceland,1902,53,50-60
1955,Medicine,The Nobel Prize in Physiology or Medicine 1955,for his discoveries concerning the nature and mode of action of oxidation enzymes,01-Jan,359,Individual,Axel Hugo Theodor Theorell,06/07/1903,Link??ping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,15/08/1982,Stockholm,Sweden,1903,52,50-60
1955,Physics,The Nobel Prize in Physics 1955,for his discoveries concerning the fine structure of the hydrogen spectrum,01-Feb,63,Individual,Willis Eugene Lamb,12/07/1913,"Los Angeles, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,15/05/2008,"Tucson, AZ",United States of America,1913,42,40-50
1955,Physics,The Nobel Prize in Physics 1955,for his precision determination of the magnetic moment of the electron,01-Feb,64,Individual,Polykarp Kusch,26/01/1911,Blankenburg,Germany,Male,Columbia University,"New York, NY",United States of America,20/03/1993,"Dallas, TX",United States of America,1911,44,40-50
1956,Chemistry,The Nobel Prize in Chemistry 1956,for their researches into the mechanism of chemical reactions,01-Feb,219,Individual,Sir Cyril Norman Hinshelwood,1897-05-19,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,09/10/1967,London,United Kingdom,1897,59,50-60
1956,Chemistry,The Nobel Prize in Chemistry 1956,for their researches into the mechanism of chemical reactions,01-Feb,220,Individual,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics,25/09/1986,Moscow,Union of Soviet Socialist Republics,1896,60,60-70
1956,Literature,The Nobel Prize in Literature 1956,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",01-Jan,627,Individual,Juan Ram??n Jim??nez,1881-12-24,Moguer,Spain,Male,,,,29/05/1958,San Juan,Puerto Rico,1881,75,70+
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,01-Mar,360,Individual,Andr?? Fr??d??ric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States of America,19/02/1988,"Great Barrington, MA",United States of America,1895,61,60-70
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,01-Mar,361,Individual,Werner Forssmann,29/08/1904,Berlin,Germany,Male,Mainz University,Mainz,Federal Republic of Germany,01/06/1979,Schopfheim,West Germany (Germany),1904,52,50-60
1956,Medicine,The Nobel Prize in Physiology or Medicine 1956,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,01-Mar,362,Individual,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,23/02/1973,"Lakeville, CT",United States of America,1895,61,60-70
1956,Physics,The Nobel Prize in Physics 1956,for their researches on semiconductors and their discovery of the transistor effect,01-Mar,65,Individual,William Bradford Shockley,13/02/1910,London,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",United States of America,12/08/1989,"Palo Alto, CA",United States of America,1910,46,40-50
1956,Physics,The Nobel Prize in Physics 1956,for their researches on semiconductors and their discovery of the transistor effect,01-Mar,66,Individual,John Bardeen,23/05/1908,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,30/01/1991,"Boston, MA",United States of America,1908,48,40-50
1956,Physics,The Nobel Prize in Physics 1956,for their researches on semiconductors and their discovery of the transistor effect,01-Mar,67,Individual,Walter Houser Brattain,10/02/1902,Amoy,China,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,13/10/1987,"Seattle, WA",United States of America,1902,54,50-60
1957,Chemistry,The Nobel Prize in Chemistry 1957,for his work on nucleotides and nucleotide co-enzymes,01-Jan,221,Individual,Lord (Alexander R.) Todd,02/10/1907,Glasgow,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,10/01/1997,Cambridge,United Kingdom,1907,50,50-60
